FeatureCode,DateCode,Measurement,Units,Value,Distance to Nearest Green or Blue Space,Age,Gender,Urban Rural Classification,SIMD quintiles,Type Of Tenure,Household Type,Ethnicity
S12000048,2017,Percent,Percent Of Adults,58,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000048,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,66.4,A 5 minute walk or less,All,Male,All,All,All,All,All
S92000003,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,1.3,Don't Know,All,Male,All,All,All,All,All
S12000023,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,41.5,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000048,2017,Percent,Percent Of Adults,59,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000013,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,35-64 years,All,All,All,All,All,All
S12000017,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,3.0,Don't Know,All,All,All,All,All,Pensioners,All
S12000013,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,All,Female,All,All,All,All,All
S92000003,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,1.8,Don't Know,All,Female,All,All,All,All,All
S12000020,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,86.5,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S92000003,2015,Percent,Percent Of Adults,72,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000050,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,All,All,All,All,All,Adults,All
S12000021,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,79.5,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000047,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,1.1,Don't Know,All,Male,All,All,All,All,All
S12000030,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,79.4,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000020,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,67.4,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000026,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,90.8,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000047,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,All,All,All,All,All,Pensioners,All
S12000035,2015,Percent,Percent Of Adults,4,Don't Know,All,Female,All,All,All,All,All
S12000047,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,3.9,Don't Know,All,All,All,All,All,Pensioners,All
S12000029,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,All,All,All,All,All,All,All
S12000020,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,86.2,A 5 minute walk or less,All,All,All,All,All,All,All
S12000047,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,65 years and over,All,All,All,All,All,All
S12000029,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,All,All,All,All,All,Adults,All
S12000035,2015,Percent,Percent Of Adults,4,Don't Know,65 years and over,All,All,All,All,All,All
S12000029,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,3.2,Don't Know,All,Female,All,All,All,All,All
S12000029,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,3.7,Don't Know,All,Male,All,All,All,All,All
S12000029,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,3.0,Don't Know,All,All,All,All,All,All,All
S12000029,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,3.6,Don't Know,All,All,All,All,All,Pensioners,All
S12000029,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,4.6,Don't Know,All,All,All,All,All,Adults,All
S12000020,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,85.7,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000040,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,All,All,All,All,All,All,All
S12000040,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,16-34 years,All,All,All,All,All,All
S12000050,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,5.6,Don't Know,65 years and over,All,All,All,All,All,All
S12000049,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,38.3,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000020,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,68.3,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000049,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,40.2,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000047,2017,Percent,Percent Of Adults,69,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000029,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,4.1,Don't Know,65 years and over,All,All,All,All,All,All
S12000020,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,65.8,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000020,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,71.1,A 5 minute walk or less,All,All,All,All,All,Adults,All
S92000003,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,1.1,Don't Know,16-34 years,All,All,All,All,All,All
S12000036,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,0,Don't Know,16-34 years,All,All,All,All,All,All
S12000026,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,All,All,All,All,All,Adults,All
S12000050,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.3,Don't Know,All,All,All,All,All,Pensioners,All
S12000036,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,0.8,Don't Know,16-34 years,All,All,All,All,All,All
S12000036,2018,Percent,Percent Of Adults,1,Don't Know,35-64 years,All,All,All,All,All,All
S12000036,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,0,Don't Know,35-64 years,All,All,All,All,All,All
S12000047,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,74.7,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000010,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,80.4,A 5 minute walk or less,All,All,All,All,All,All,All
S92000003,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,59.2,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000017,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,All,Male,All,All,All,All,All
S12000005,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,60.4,A 5 minute walk or less,All,All,All,All,All,All,All
S12000023,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,All,All,All,All,All,Adults,All
S12000005,2018,Percent,Percent Of Adults,67,A 5 minute walk or less,All,All,All,All,All,All,All
S12000026,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,65 years and over,All,All,All,All,All,All
S12000018,2017,Percent,Percent Of Adults,66,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000029,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,All,All,All,All,All,Pensioners,All
S12000047,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,1.8,Don't Know,16-34 years,All,All,All,All,All,All
S12000029,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,5.7,Don't Know,16-34 years,All,All,All,All,All,All
S12000047,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,16-34 years,All,All,All,All,All,All
S12000017,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,70.5,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000034,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,1.8,Don't Know,All,All,All,All,All,Pensioners,All
S12000047,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,4.4,Don't Know,65 years and over,All,All,All,All,All,All
S12000021,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,79.3,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000011,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,All,Male,All,All,All,All,All
S12000026,2013,Percent,Percent Of Adults,80,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000018,2017,Percent,Percent Of Adults,57,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000049,2017,Percent,Percent Of Adults,58,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000047,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,2.0,Don't Know,All,Female,All,All,All,All,All
S92000003,2015,Percent,Percent Of Adults,67,A 5 minute walk or less,All,All,All,All,All,All,All
S12000011,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,All,Female,All,All,All,All,All
S12000013,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,2.3,Don't Know,35-64 years,All,All,All,All,All,All
S12000013,2013,Percent,Percent Of Adults,1,Don't Know,All,All,All,All,All,All,All
S12000042,2015,Percent,Percent Of Adults,59,A 5 minute walk or less,All,All,All,All,All,All,All
S12000029,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,16-34 years,All,All,All,All,All,All
S12000030,2015,Percent,Percent Of Adults,75,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000050,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,1.8,Don't Know,65 years and over,All,All,All,All,All,All
S12000042,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,27.5,Don't Know,All,All,All,All,All,Pensioners,All
S12000013,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,All,Male,All,All,All,All,All
S12000023,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,4.9,Don't Know,All,All,All,All,All,All,All
S12000047,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,68.8,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000017,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,87.0,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000036,2018,Percent,Percent Of Adults,73,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000047,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,68.5,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000026,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,84.4,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000008,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,64,A 5 minute walk or less,All,All,All,All,All,All,All
S12000050,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,All,Male,All,All,All,All,All
S12000049,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,54.8,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000006,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,3.4,Don't Know,65 years and over,All,All,All,All,All,All
S12000011,2017,Percent,Percent Of Adults,1,Don't Know,All,All,All,All,All,Pensioners,All
S12000013,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,3.8,Don't Know,All,All,All,All,All,Adults,All
S12000013,2013,Percent,Percent Of Adults,1,Don't Know,All,Female,All,All,All,All,All
S12000006,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,1.3,Don't Know,All,Male,All,All,All,All,All
S92000003,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,1.7,Don't Know,All,All,All,All,All,Adults,All
S12000049,2018,Percent,Percent Of Adults,4,Don't Know,16-34 years,All,All,All,All,All,All
S12000042,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,6.5,Don't Know,All,All,All,All,All,Pensioners,All
S12000013,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,2.9,Don't Know,All,All,All,All,All,Adults,All
S12000013,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,1.2,Don't Know,All,All,All,All,All,All,All
S12000018,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,38.4,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000013,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,4.4,Don't Know,35-64 years,All,All,All,All,All,All
S12000020,2013,Percent,Percent Of Adults,76,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000023,2016,Percent,Percent Of Adults,2,Don't Know,65 years and over,All,All,All,All,All,All
S12000013,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,5.3,Don't Know,All,Female,All,All,All,All,All
S12000023,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,8.4,Don't Know,All,All,All,All,All,Adults,All
S12000017,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,65.4,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000010,2018,Percent,Percent Of Adults,86,A 5 minute walk or less,All,All,All,All,All,All,All
S12000017,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,3.9,Don't Know,All,All,All,All,All,With Children,All
S12000045,2018,Percent,Percent Of Adults,1,Don't Know,35-64 years,All,All,All,All,All,All
S12000017,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,4.8,Don't Know,16-34 years,All,All,All,All,All,All
S12000011,2017,Percent,Percent Of Adults,1,Don't Know,All,All,All,All,All,Adults,All
S12000008,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,77,A 5 minute walk or less,All,All,All,All,All,All,All
S12000026,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,All,All,All,All,All,Pensioners,All
S12000034,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,2.4,Don't Know,65 years and over,All,All,All,All,All,All
S12000017,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,66.3,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000008,2018,Percent,Percent Of Adults,71,A 5 minute walk or less,All,All,All,All,All,All,All
S12000011,2017,Percent,Percent Of Adults,1,Don't Know,65 years and over,All,All,All,All,All,All
S12000013,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,4.1,Don't Know,65 years and over,All,All,All,All,All,All
S12000013,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,4.2,Don't Know,35-64 years,All,All,All,All,All,All
S12000041,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,All,All,All,All,All,All,All
S12000029,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,All,Female,All,All,All,All,All
S12000042,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.2,Don't Know,All,All,All,All,All,All,All
S12000047,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,1.3,Don't Know,All,All,All,All,All,All,All
S12000021,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,82.0,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000029,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,65 years and over,All,All,All,All,All,All
S12000049,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.2,Don't Know,All,All,All,All,All,Adults,All
S12000050,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,69.8,A 5 minute walk or less,All,All,All,All,All,All,All
S12000013,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,4.6,Don't Know,All,All,All,All,All,Adults,All
S12000023,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,9.6,Don't Know,All,Female,All,All,All,All,All
S12000017,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,64.0,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000026,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,All,Male,All,All,All,All,All
S12000030,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,72.7,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000030,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,79.4,A 5 minute walk or less,All,All,All,All,All,All,All
S12000018,2017,Percent,Percent Of Adults,46,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S92000003,2018,Percent,Percent Of Adults,2,Don't Know,All,All,All,All,All,Pensioners,All
S92000003,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.2,Don't Know,All,All,All,All,All,With Children,All
S92000003,2014,Percent,Percent Of Adults,1,Don't Know,35-64 years,All,All,All,All,All,All
S12000026,2014,Percent,Percent Of Adults,87,A 5 minute walk or less,All,Male,All,All,All,All,All
S92000003,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,2,Don't Know,All,All,All,All,All,Adults,All
S12000013,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,1.2,Don't Know,35-64 years,All,All,All,All,All,All
S12000014,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,3.6,Don't Know,35-64 years,All,All,All,All,All,All
S12000014,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,3.0,Don't Know,65 years and over,All,All,All,All,All,All
S92000003,2018,Percent,Percent Of Adults,1,Don't Know,All,Male,All,All,All,All,All
S92000003,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,1.8,Don't Know,All,Male,All,All,All,All,All
S12000014,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,All,All,All,All,All,Pensioners,All
S12000028,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,88.6,A 5 minute walk or less,All,Male,All,All,All,All,All
S92000003,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,1.2,Don't Know,All,All,All,All,All,Adults,All
S12000049,2018,Percent,Percent Of Adults,3,Don't Know,All,Female,All,All,All,All,All
S12000011,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,All,Female,All,All,All,All,All
S12000011,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,All,Male,All,All,All,All,All
